WorkOrderID,AssetID,Plant,Vendor,Department,Priority,Status,Problem,RootCause,Reported,Resolved,BudgetGBP,ActualGBP,Variance,DowntimeHours,LostMWh,Risk,Severity,Compliance,AuditScore,Inspector,AssetAge,ReactorType,InventoryPart,InventoryLevel,ReorderPoint,ProcurementDelay,MaintenanceType,LabourHours,Technicians,RadiationZone,DosemSv,Regulation,FineGBP,ContractValue,PaymentStatus,ForecastCost,FailureCount,InspectionFreqDays,Comments
WO03921,A1081,Bruce A,Vendor_11,Ops,P1,Cancelled,Valve Leak,Unknown,2025-07-07,2025-08-09,45427,78118,32691,63.6,394.6,3,Medium,Compliant,,EMP618,5,PWR,P1194,48,69,1,Emergency,5.5,7,C,9.26,ONR,0,70095,Overdue,50813,11,30,await docs
WO03922,A1256,Heysham 1,Vendor_4,Ops,P3,Open,Pump Failure,Human Error,2023-02-12,2023-02-13,369719,453342,83623,52.8,586.9,61,High,Compliant,,EMP196,4,AGR,P1010,63,80,2,Preventive,25.4,1,B,2.04,ONR,0,933012,Paid,408175,6,30,
WO03923,A1013,Heysham 1,Vendor_1,Finance,P4,Closed,Pump Failure,Human Error,2023-12-13,2024-01-16,304567,419091,114524,68.3,757.1,66,Low,Pending,,EMP788,16,PWR,P1417,224,57,89,Predictive,55.7,1,C,1.3,STUK,8798,571625,Pending,285107,7,365,N/A
WO03924,A1057,Diablo Canyon,Vendor_27,Safety,P1,In Progress,Pump Failure,Design,29/07/2024,2024-09-05,203576,192749,-10827,8.0,508.0,95,Critical,Compliant,100.0,EMP384,32,PWR,P1173,189,26,29,Corrective,56.4,5,C,11.14,CNSC,0,366127,Overdue,251031,10,180,repeat issue 
WO03925,A1132,Sizewell B,Vendor_27,Ops,P2,Open,Inventory Shortage,Human Error,2022-09-13,2022-10-24,189530,235697,46167,68.3,317.2,71,Medium,compliant,,EMP685,8,PWR,P1186,25,28,90,Preventive,2.8,2,B,14.13,ONR,15168,460044,Pending,209523,4,180,repeat issue 
WO03926,A1180,Bruce A,Vendor_15,Ops,P3,Open,Sensor Fault,Ageing,29/04/2022,2022-06-02,112521,80084,-32437,45.9,701.8,91,Critical,Non-Compliant,86.0,EMP177,13,PHWR,P1303,166,31,58,Preventive,51.9,1,D,17.29,CNSC,0,896309,Paid,137129,5,365,urgent
WO03927,A1156,Diablo Canyon,Vendor_14,Safety,P5,Closed,Inventory Shortage,Design,2025-08-11,2025-09-10,368109,333976,-34133,45.9,83.1,12,Low,Pending,,EMP538,14,SMR,P1363,401,101,23,Corrective,73.9,3,C,11.48,NRC,0,845846,Pending,361121,7,365,
WO03928,A1172,Torness,Vendor_19,Ops,P3,Cancelled,Inspection Overdue,Ageing,18/10/2024,2024-12-05,310627,277955,-32672,38.7,86.2,95,Medium,Compliant,65.0,EMP438,14,BWR,P1100,213,19,52,Emergency,76.8,6,C,16.06,ONR,64475,678595,Overdue,353867,0,180,urgent
WO03929,A1141,Diablo Canyon,Vendor_26,Maint,P3,Open,Valve Leak,Design,2024-10-01,2024-11-10,210724,217434,6710,17.9,689.0,78,High,compliant,,EMP311,3,BWR,P1388,71,107,75,Predictive,36.6,6,B,12.19,ONR,0,287287,Pending,215223,11,90,N/A
WO03930,A1148,Sizewell B,Vendor_7,Safety,P5,Cancelled,Inventory Shortage,Vendor Delay,25/09/2024,2024-11-17,175078,212731,37653,94.6,580.3,78,Critical,Compliant,73.0,EMP506,20,AGR,P1047,209,106,8,Emergency,33.8,2,B,13.04,CNSC,0,943408,Overdue,224013,9,180,N/A
WO03931,A1296,Sizewell B,Vendor_16,Maint,P1,Open,Valve Leak,Vendor Delay,2025-02-28,2025-03-22,435810,451965,16155,78.6,712.4,90,High,Compliant,55.0,EMP255,7,PWR,P1160,16,65,30,Predictive,30.4,2,A,4.33,STUK,80063,499121,Paid,451755,1,180,
WO03932,A1035,Sizewell B,Vendor_14,Procurement,P1,In Progress,Inspection Overdue,Unknown,2022-07-27,2022-09-17,142497,217134,74637,61.0,781.5,1,Critical,Pending,41.0,EMP771,23,BWR,P1264,418,30,61,Corrective,35.1,3,C,9.54,NRC,13592,819596,Paid,141981,3,180,repeat issue 
WO03933,A1142,Torness,Vendor_24,Engineering,P5,Cancelled,Calibration Drift,Ageing,2025-08-04,2025-09-10,450400,425543,-24857,32.4,302.0,26,Critical,Pending,,EMP912,35,BWR,P1223,312,70,29,Preventive,22.2,4,A,3.09,ONR,0,523377,Paid,459770,8,180,
WO03934,A1019,Sizewell B,Vendor_10,Ops,P2,Closed,Inventory Shortage,Vendor Delay,2023-09-26,2023-10-23,487926,498052,10126,68.2,392.3,51,Medium,Pending,,EMP963,15,BWR,P1341,186,49,6,Preventive,56.3,1,C,15.95,STUK,0,385923,Paid,477051,7,180,await docs
WO03935,A1266,Diablo Canyon,Vendor_10,Ops,P2,Closed,Sensor Fault,Design,2024-02-15,2024-03-09,407260,491508,84248,1.2,877.1,52,Low,Pending,83.0,EMP176,7,BWR,P1412,400,52,43,Corrective,24.2,5,D,11.29,CNSC,0,502911,Overdue,405412,8,365,await docs
WO03936,A1210,Sizewell B,Vendor_26,Maint,P4,In Progress,Pump Failure,Design,13/10/2024,2024-10-18,273918,294097,20179,66.8,583.9,17,Medium,Compliant,,EMP370,4,SMR,P1079,307,97,42,Preventive,33.8,4,A,6.79,NRC,0,476457,Overdue,276231,0,30,urgent
WO03937,A1126,Sizewell B,Vendor_13,Safety,P5,Cancelled,Inspection Overdue,Human Error,2022-03-30,2022-04-06,203608,303122,99514,36.1,888.7,14,Low,compliant,,EMP910,1,BWR,P1466,225,31,71,Corrective,62.8,3,D,5.33,STUK,0,284785,Overdue,196573,2,30,await docs
WO03938,A1295,Torness,Vendor_12,Procurement,P3,Cancelled,Inventory Shortage,Ageing,2025-04-06,,323701,302987,-20714,13.0,329.9,2,Low,Non-Compliant,53.0,EMP861,33,BWR,P1230,132,50,21,Corrective,58.6,7,B,6.75,STUK,0,634529,Overdue,341839,12,90,await docs
WO03939,A1208,Heysham 1,Vendor_25,Maint,P4,In Progress,Sensor Fault,Design,2023-12-25,,142135,156366,14231,81.9,128.4,41,Low,compliant,72.0,EMP810,37,SMR,P1428,315,48,70,Corrective,51.3,7,C,14.92,ONR,70936,121939,Paid,169903,0,365,await docs
WO03940,A1029,Heysham 1,Vendor_15,Ops,P3,Cancelled,Valve Leak,Vendor Delay,17/09/2024,2024-11-03,221851,315291,93440,7.6,364.1,92,Medium,compliant,76.0,EMP899,18,PHWR,P1309,-3,17,73,Emergency,33.0,6,D,4.25,ONR,0,887160,Paid,221334,2,180,repeat issue 
WO03941,A1199,Bruce A,Vendor_7,Maint,P4,In Progress,Inspection Overdue,Human Error,2022-08-28,2022-10-13,46768,117425,70657,3.9,122.6,25,Medium,Pending,,EMP235,26,SMR,P1468,17,23,73,Predictive,58.5,4,B,9.56,ONR,0,602661,Overdue,83549,1,180,repeat issue 
WO03942,A1273,Torness,Vendor_6,Maint,P1,Closed,Pump Failure,Unknown,01/02/2024,2024-02-25,425788,396860,-28928,24.3,258.0,41,High,compliant,99.0,EMP473,41,PHWR,P1183,435,116,14,Corrective,45.5,1,D,15.05,CNSC,0,607245,Pending,449201,4,90,N/A
WO03943,A1119,Heysham 1,Vendor_12,Procurement,P2,In Progress,Inventory Shortage,Design,27/11/2023,2024-01-14,112197,91760,-20437,-0.5,129.1,71,Critical,Non-Compliant,45.0,EMP684,19,AGR,P1478,191,103,24,Emergency,2.7,6,A,14.7,CNSC,58263,572389,Overdue,152483,6,90,N/A
WO03944,A1277,Heysham 1,Vendor_21,Safety,P2,Cancelled,Pump Failure,Human Error,11/07/2023,2023-07-20,61105,137130,76025,41.1,60.2,15,Medium,Pending,,EMP726,12,PWR,P1279,104,98,61,Preventive,19.0,6,A,8.96,ONR,13061,251854,Overdue,104078,4,90,urgent
WO03945,A1256,Olkiluoto 3,Vendor_22,Maint,P1,Closed,Inspection Overdue,Design,2022-08-25,2022-08-28,24570,75181,50611,30.7,40.6,89,Medium,Non-Compliant,43.0,EMP957,22,BWR,P1098,398,43,80,Emergency,61.4,5,D,16.32,STUK,0,92087,Pending,53113,10,365,await docs
WO03946,A1152,Bruce A,Vendor_14,Maint,P1,Open,Inventory Shortage,Ageing,21/07/2023,2023-08-11,191024,173580,-17444,53.1,166.8,37,Medium,Non-Compliant,,EMP625,16,AGR,P1337,221,10,7,Corrective,69.0,1,D,15.88,STUK,0,32214,Pending,189431,2,90,repeat issue 
WO03947,A1047,Torness,Vendor_8,Finance,P5,Closed,Calibration Drift,Ageing,2022-11-12,,246812,264454,17642,71.1,286.2,62,High,Non-Compliant,46.0,EMP463,34,AGR,P1051,164,66,69,Emergency,35.1,7,C,9.8,CNSC,0,196819,Paid,247621,0,365,N/A
WO03948,A1068,Sizewell B,Vendor_5,Safety,P5,In Progress,Sensor Fault,Ageing,2023-02-26,2023-02-25,16517,136293,119776,41.3,173.9,36,Low,Compliant,,EMP127,29,PHWR,P1221,475,25,60,Predictive,70.4,1,C,10.31,ONR,0,718072,Overdue,59261,2,365,await docs
WO03949,A1097,Bruce A,Vendor_20,Finance,P1,Open,Calibration Drift,Human Error,24/05/2025,2025-06-19,251402,213791,-37611,86.3,325.2,19,High,Compliant,,EMP855,20,BWR,P1228,446,111,35,Predictive,1.4,7,B,3.89,NRC,8650,708158,Pending,277791,9,180,repeat issue 
WO03950,A1102,Diablo Canyon,Vendor_14,Procurement,P2,Closed,Sensor Fault,Vendor Delay,2022-11-29,2022-12-21,309290,321829,12539,86.6,549.0,70,Low,Non-Compliant,,EMP648,27,BWR,P1200,48,40,22,Emergency,47.7,3,B,12.68,ONR,0,771331,Paid,344919,10,365,urgent
WO03951,A1214,Sizewell B,Vendor_12,Finance,P1,In Progress,Inventory Shortage,Vendor Delay,13/09/2024,2024-09-26,282005,264387,-17618,1.7,625.4,37,Critical,compliant,80.0,EMP640,1,PHWR,P1401,290,65,28,Emergency,39.9,7,A,8.23,NRC,0,570812,Paid,326201,12,90,
WO03952,A1038,Heysham 1,Vendor_23,Maint,P3,In Progress,Pump Failure,Vendor Delay,28/02/2023,2023-04-24,197936,239030,41094,10.4,392.6,38,Low,Pending,,EMP846,18,AGR,P1089,244,91,15,Emergency,76.0,7,A,7.52,STUK,0,52494,Paid,186647,5,90,repeat issue 
WO03953,A1178,Diablo Canyon,Vendor_11,Finance,P3,Cancelled,Pump Failure,Unknown,15/09/2022,2022-10-05,323469,442816,119347,70.7,119.7,37,High,Pending,41.0,EMP707,32,AGR,P1402,107,79,37,Emergency,45.1,1,B,11.79,NRC,0,774808,Overdue,317789,4,30,
WO03954,A1180,Sizewell B,Vendor_1,Maint,P4,Open,Sensor Fault,Design,2025-06-26,2025-07-09,282822,358039,75217,64.4,267.7,16,Medium,compliant,,EMP899,41,SMR,P1012,314,34,12,Predictive,41.3,6,A,4.85,ONR,0,645436,Pending,318664,4,365,await docs
WO03955,A1051,Heysham 1,Vendor_17,Finance,P4,Cancelled,Calibration Drift,Ageing,2025-04-29,2025-06-18,430886,461861,30975,13.4,674.9,15,High,compliant,,EMP796,10,PHWR,P1485,420,74,86,Predictive,20.0,8,A,9.83,ONR,0,605094,Overdue,453171,3,365,urgent
WO03956,A1207,Sizewell B,Vendor_13,Procurement,P5,Closed,Inventory Shortage,Ageing,2023-02-17,2023-03-07,343709,360260,16551,5.6,299.8,39,Medium,Pending,66.0,EMP181,15,AGR,P1024,71,44,61,Emergency,77.7,1,C,2.18,NRC,0,190070,Overdue,383917,8,180,
WO03957,A1168,Heysham 1,Vendor_2,Safety,P2,In Progress,Calibration Drift,Unknown,2025-08-10,2025-09-22,179322,185897,6575,58.2,724.9,3,High,Pending,,EMP259,25,PWR,P1299,35,13,42,Predictive,20.5,6,C,5.87,CNSC,0,35917,Paid,214227,3,90,
WO03958,A1034,Diablo Canyon,Vendor_16,Maint,P2,Open,Inspection Overdue,Design,2023-12-28,2024-02-22,182159,213522,31363,89.9,24.5,30,High,Compliant,,EMP345,35,BWR,P1329,425,10,53,Emergency,78.3,5,C,14.26,NRC,0,905339,Paid,220248,10,30,await docs
WO03959,A1177,Diablo Canyon,Vendor_13,Safety,P2,Closed,Calibration Drift,Ageing,2025-05-28,,412459,524245,111786,13.4,93.4,75,Critical,Non-Compliant,46.0,EMP331,2,PWR,P1075,307,49,52,Preventive,55.9,4,B,13.27,ONR,0,721863,Overdue,451624,7,90,urgent
WO03960,A1217,Heysham 1,Vendor_14,Safety,P3,Closed,Valve Leak,Unknown,18/03/2022,2022-05-08,92562,94573,2011,34.2,136.6,28,Low,Compliant,99.0,EMP114,42,PWR,P1160,249,26,59,Corrective,78.5,5,A,4.33,NRC,0,223310,Overdue,82747,11,90,await docs
WO03961,A1124,Torness,Vendor_14,Procurement,P2,Closed,Sensor Fault,Unknown,2025-04-01,2025-05-29,488601,534289,45688,28.5,683.7,36,Critical,Non-Compliant,,EMP357,37,SMR,P1156,278,27,2,Predictive,14.6,3,A,4.96,NRC,28315,537388,Pending,533909,12,365,urgent
WO03962,A1177,Bruce A,Vendor_25,Finance,P5,In Progress,Inspection Overdue,Design,2025-08-29,2025-10-05,314486,428408,113922,64.0,382.3,70,Low,Pending,,EMP406,25,SMR,P1064,130,72,34,Predictive,73.2,5,D,5.91,NRC,0,447286,Overdue,331548,9,30,await docs
WO03963,A1074,Heysham 1,Vendor_30,Finance,P2,Open,Valve Leak,Vendor Delay,2022-07-26,2022-09-13,346094,444753,98659,21.2,201.7,29,Medium,compliant,,EMP167,9,PWR,P1118,287,71,73,Emergency,59.9,2,D,13.57,ONR,16890,885115,Paid,393991,7,90,N/A
WO03964,A1222,Sizewell B,Vendor_3,Ops,P3,Open,Valve Leak,Ageing,29/12/2024,2025-02-20,384365,409223,24858,51.6,540.2,4,Critical,Non-Compliant,,EMP620,8,AGR,P1027,347,56,21,Corrective,34.3,3,B,11.29,NRC,0,213635,Overdue,431760,12,365,
WO03965,A1005,Torness,Vendor_26,Ops,P2,Closed,Inventory Shortage,Unknown,15/03/2023,2023-03-15,463419,460447,-2972,89.8,170.7,75,High,Pending,41.0,EMP356,35,BWR,P1085,381,46,67,Corrective,38.5,3,D,12.78,ONR,0,533953,Pending,450585,12,180,N/A
WO03966,A1247,Heysham 1,Vendor_16,Safety,P2,Closed,Valve Leak,Human Error,2025-06-16,2025-08-07,302036,268541,-33495,37.1,179.6,96,Medium,Non-Compliant,46.0,EMP528,40,AGR,P1034,417,64,77,Emergency,34.9,3,D,3.43,CNSC,0,896224,Paid,328679,1,30,
WO03967,A1138,Bruce A,Vendor_2,Procurement,P2,In Progress,Valve Leak,Ageing,10/05/2024,2024-05-23,88842,109914,21072,82.2,279.4,20,Critical,compliant,57.0,EMP405,26,SMR,P1278,274,71,33,Preventive,52.1,3,B,2.82,NRC,0,126793,Overdue,94790,9,30,await docs
WO03968,A1207,Diablo Canyon,Vendor_12,Ops,P3,Closed,Sensor Fault,Unknown,02/08/2024,,61249,107405,46156,81.6,671.7,72,Medium,Non-Compliant,49.0,EMP664,43,SMR,P1095,16,89,68,Predictive,72.7,2,C,11.35,STUK,0,833844,Paid,59737,0,365,urgent
WO03969,A1034,Torness,Vendor_12,Procurement,P3,Cancelled,Calibration Drift,Vendor Delay,02/01/2025,,75726,187799,112073,14.9,109.6,55,Critical,Compliant,,EMP391,40,PHWR,P1463,181,56,81,Predictive,33.4,3,C,13.3,CNSC,0,895226,Pending,115108,2,365,N/A
WO03970,A1015,Bruce A,Vendor_3,Maint,P3,Open,Valve Leak,Human Error,2022-11-21,2022-12-11,213536,237939,24403,15.9,349.1,66,Low,Pending,,EMP322,40,AGR,P1360,325,15,37,Corrective,53.8,6,B,17.91,STUK,0,722834,Overdue,255292,11,365,urgent
WO03971,A1175,Torness,Vendor_22,Procurement,P4,In Progress,Calibration Drift,Ageing,23/12/2023,2024-02-16,165024,158271,-6753,21.8,437.4,94,Medium,Pending,,EMP731,33,SMR,P1162,101,40,37,Corrective,59.3,4,C,7.74,ONR,0,832833,Pending,201250,2,30,N/A
WO03972,A1136,Heysham 1,Vendor_18,Procurement,P1,Closed,Inspection Overdue,Ageing,2023-07-23,2023-08-12,130067,114998,-15069,25.4,281.9,43,Medium,Compliant,,EMP997,24,SMR,P1451,105,45,32,Preventive,15.8,1,D,17.55,ONR,0,22804,Paid,139131,10,365,repeat issue 
WO03973,A1018,Sizewell B,Vendor_19,Procurement,P2,In Progress,Inventory Shortage,Ageing,2024-09-05,2024-10-27,485342,535790,50448,55.4,471.8,33,Low,Compliant,71.0,EMP248,20,AGR,P1430,456,97,66,Corrective,51.7,8,B,1.65,STUK,0,506478,Pending,501231,5,180,
WO03974,A1129,Diablo Canyon,Vendor_28,Safety,P1,Cancelled,Pump Failure,Human Error,2025-03-09,2025-03-28,34995,125409,90414,25.0,440.7,31,Low,Non-Compliant,79.0,EMP969,4,AGR,P1000,132,53,6,Preventive,1.5,3,B,6.76,CNSC,0,389437,Pending,52175,5,90,await docs
WO03975,A1230,Heysham 1,Vendor_12,Engineering,P1,Cancelled,Valve Leak,Human Error,2024-10-28,,199116,273337,74221,92.4,788.8,61,High,Compliant,57.0,EMP490,45,PWR,P1128,403,101,83,Corrective,53.1,1,C,12.45,STUK,0,564428,Overdue,216389,1,90,urgent
WO03976,A1067,Olkiluoto 3,Vendor_9,Ops,P2,In Progress,Inspection Overdue,Design,15/10/2023,2023-11-28,290861,396303,105442,67.2,261.1,34,High,Non-Compliant,94.0,EMP245,32,PHWR,P1181,95,46,11,Predictive,5.5,3,C,10.51,STUK,0,799407,Pending,317276,1,90,
WO03977,A1248,Sizewell B,Vendor_17,Safety,P5,Closed,Calibration Drift,Human Error,2023-03-01,2023-03-20,118033,105095,-12938,26.9,173.1,5,Critical,Compliant,,EMP212,21,PHWR,P1229,139,57,0,Corrective,32.9,6,A,14.94,CNSC,0,539690,Overdue,110011,3,180,
WO03978,A1270,Bruce A,Vendor_26,Finance,P1,Open,Pump Failure,Ageing,2023-06-10,2023-06-19,379286,369874,-9412,57.0,3.8,66,High,compliant,,EMP485,9,PHWR,P1128,148,111,8,Predictive,25.0,2,C,15.48,CNSC,68065,191642,Overdue,367262,11,180,await docs
WO03979,A1152,Olkiluoto 3,Vendor_14,Maint,P4,Closed,Pump Failure,Unknown,01/09/2023,2023-10-11,299090,360269,61179,27.5,836.9,81,High,Compliant,49.0,EMP974,40,PHWR,P1099,32,23,24,Emergency,75.6,4,D,9.77,NRC,0,756839,Pending,340696,0,365,urgent
WO03980,A1020,Olkiluoto 3,Vendor_20,Engineering,P2,Open,Sensor Fault,Vendor Delay,2023-07-29,2023-09-03,267000,382907,115907,53.3,719.3,1,Medium,Pending,58.0,EMP314,13,AGR,P1145,497,27,18,Emergency,77.6,7,D,9.98,CNSC,0,418793,Overdue,303501,12,30,urgent
WO03981,A1255,Heysham 1,Vendor_20,Finance,P4,Open,Inspection Overdue,Human Error,10/11/2022,2022-12-14,497028,531592,34564,27.6,479.1,46,Low,compliant,,EMP887,33,PHWR,P1416,166,26,43,Corrective,32.8,5,D,12.05,ONR,0,949688,Pending,499841,4,90,repeat issue 
WO03982,A1027,Olkiluoto 3,Vendor_6,Finance,P3,In Progress,Sensor Fault,Vendor Delay,2024-04-10,2024-05-17,190829,156048,-34781,12.1,640.0,53,Low,Non-Compliant,,EMP352,40,SMR,P1031,230,94,11,Preventive,53.6,5,C,4.1,CNSC,0,317664,Overdue,211846,5,180,N/A
WO03983,A1265,Bruce A,Vendor_3,Procurement,P5,Closed,Inspection Overdue,Unknown,2022-07-20,2022-09-18,27641,127622,99981,69.6,413.8,21,High,compliant,,EMP663,19,PHWR,P1323,24,90,2,Predictive,19.5,8,D,10.41,STUK,0,796732,Pending,40496,7,90,N/A
WO03984,A1275,Diablo Canyon,Vendor_3,Ops,P3,Open,Sensor Fault,Ageing,2025-10-14,2025-12-09,38074,105864,67790,45.2,112.5,56,Medium,Non-Compliant,,EMP940,19,PWR,P1482,461,80,77,Preventive,29.9,2,B,1.22,ONR,0,698484,Overdue,68179,4,365,
WO03985,A1153,Sizewell B,Vendor_30,Procurement,P2,Open,Valve Leak,Vendor Delay,2022-11-24,,479259,484280,5021,25.1,429.6,52,Medium,Compliant,,EMP241,11,BWR,P1113,497,14,28,Corrective,36.9,3,A,13.45,CNSC,0,301529,Pending,500775,1,30,repeat issue 
WO03986,A1115,Olkiluoto 3,Vendor_28,Maint,P2,In Progress,Sensor Fault,Ageing,2025-08-14,2025-08-16,117106,227788,110682,52.2,311.7,7,Medium,Pending,,EMP897,4,SMR,P1118,446,21,71,Emergency,19.1,7,C,2.71,CNSC,0,713022,Pending,124755,3,30,urgent
WO03987,A1070,Torness,Vendor_13,Finance,P5,Open,Calibration Drift,Ageing,2022-12-05,2023-01-03,107936,83531,-24405,79.9,816.3,89,High,compliant,,EMP291,15,BWR,P1144,42,29,21,Preventive,14.4,1,A,1.62,CNSC,0,907652,Overdue,132021,8,365,N/A
WO03988,A1174,Heysham 1,Vendor_6,Maint,P5,Closed,Sensor Fault,Design,01/02/2025,2025-02-08,173826,231767,57941,2.8,56.8,41,Medium,Pending,,EMP243,21,SMR,P1490,447,59,42,Emergency,43.8,4,B,0.81,CNSC,60500,851886,Overdue,183105,5,90,await docs
WO03989,A1188,Olkiluoto 3,Vendor_30,Finance,P5,In Progress,Valve Leak,Unknown,2025-04-30,2025-06-19,198677,275946,77269,65.1,45.9,32,High,Pending,,EMP459,25,PHWR,P1372,226,120,0,Predictive,56.9,2,C,8.95,ONR,0,416651,Overdue,232518,5,90,repeat issue 
WO03990,A1291,Olkiluoto 3,Vendor_4,Ops,P4,In Progress,Inventory Shortage,Human Error,2023-01-19,,133213,112265,-20948,93.5,640.5,75,Critical,compliant,41.0,EMP847,17,PWR,P1389,241,51,17,Emergency,18.9,4,D,11.69,ONR,0,839544,Overdue,142135,9,180,N/A
WO03991,A1199,Torness,Vendor_20,Engineering,P2,Closed,Pump Failure,Unknown,28/05/2023,,50843,81050,30207,75.5,201.2,34,Low,Non-Compliant,,EMP142,13,AGR,P1232,175,118,80,Emergency,24.5,6,D,12.37,ONR,0,253309,Overdue,98474,9,90,await docs
WO03992,A1019,Sizewell B,Vendor_8,Safety,P4,In Progress,Pump Failure,Unknown,2024-07-08,2024-08-25,199422,290774,91352,59.4,202.1,100,Medium,Compliant,84.0,EMP816,19,BWR,P1161,316,112,61,Corrective,18.9,2,D,9.67,STUK,0,248158,Overdue,218711,12,30,
WO03993,A1255,Bruce A,Vendor_11,Safety,P2,Open,Inventory Shortage,Unknown,10/06/2022,2022-07-20,202899,213837,10938,59.7,174.1,76,High,compliant,,EMP865,6,BWR,P1194,57,63,13,Corrective,19.2,3,A,16.21,CNSC,0,606711,Paid,183586,10,180,N/A
WO03994,A1124,Bruce A,Vendor_12,Finance,P5,In Progress,Sensor Fault,Design,03/05/2024,2024-05-18,453527,442941,-10586,7.3,270.4,7,Critical,Compliant,83.0,EMP497,29,SMR,P1239,31,25,35,Predictive,58.6,6,C,12.62,NRC,0,792047,Paid,474272,10,365,repeat issue 
WO03995,A1050,Bruce A,Vendor_29,Procurement,P1,Open,Sensor Fault,Ageing,2022-05-06,2022-05-15,464584,479642,15058,30.3,279.9,38,High,compliant,,EMP750,26,PWR,P1157,243,52,45,Preventive,11.8,5,B,16.38,NRC,0,216321,Pending,484663,12,365,await docs
WO03996,A1197,Bruce A,Vendor_4,Procurement,P2,Open,Calibration Drift,Ageing,2024-11-04,2024-12-09,281553,284218,2665,47.4,754.6,23,High,Pending,,EMP846,33,PHWR,P1363,59,42,24,Predictive,77.3,6,D,3.79,CNSC,63674,907733,Overdue,330959,9,30,N/A
WO03997,A1243,Sizewell B,Vendor_17,Finance,P5,Closed,Inspection Overdue,Design,2024-12-25,2025-01-14,478159,539325,61166,93.9,346.0,58,High,Pending,,EMP606,42,PWR,P1020,311,71,5,Predictive,44.2,1,B,15.2,CNSC,0,381613,Pending,526511,7,180,N/A
WO03998,A1246,Sizewell B,Vendor_8,Procurement,P3,Cancelled,Valve Leak,Unknown,09/10/2025,2025-12-02,383803,419164,35361,90.8,815.4,33,Low,Non-Compliant,48.0,EMP369,5,SMR,P1210,447,108,31,Predictive,53.4,2,A,16.06,ONR,0,316361,Overdue,364209,6,90,urgent
WO03999,A1218,Torness,Vendor_30,Engineering,P5,Open,Sensor Fault,Design,03/07/2023,2023-08-09,388360,379346,-9014,30.2,796.9,88,Critical,Pending,54.0,EMP261,14,AGR,P1423,222,119,34,Corrective,62.4,4,C,1.01,STUK,46887,968250,Pending,409525,3,365,
WO04000,A1111,Olkiluoto 3,Vendor_11,Maint,P3,In Progress,Inspection Overdue,Vendor Delay,14/11/2022,2022-11-30,206394,242952,36558,17.9,762.4,1,Low,Pending,70.0,EMP951,17,BWR,P1415,274,23,58,Emergency,21.4,5,B,12.64,STUK,0,456373,Paid,189728,7,30,await docs
WO04001,A1179,Torness,Vendor_8,Finance,P4,Open,Inventory Shortage,Human Error,2022-09-14,2022-10-08,499697,562500,62803,33.6,722.0,4,Critical,Compliant,64.0,EMP807,10,AGR,P1157,102,30,74,Corrective,14.3,4,D,9.87,NRC,0,884588,Pending,498297,1,365,N/A
WO04002,A1222,Sizewell B,Vendor_12,Ops,P1,Open,Inspection Overdue,Unknown,24/08/2025,2025-10-01,67401,164156,96755,83.6,271.1,64,Low,Pending,,EMP196,26,AGR,P1144,151,39,23,Predictive,4.3,3,D,1.4,STUK,0,653168,Pending,65561,5,180,urgent
WO04003,A1274,Sizewell B,Vendor_1,Ops,P2,Cancelled,Inspection Overdue,Vendor Delay,2022-08-28,2022-10-19,422430,502715,80285,6.8,52.9,3,Critical,Non-Compliant,,EMP520,2,BWR,P1105,367,104,80,Emergency,44.2,1,A,0.62,NRC,48987,883174,Overdue,437104,11,90,repeat issue 
WO04004,A1006,Olkiluoto 3,Vendor_13,Procurement,P1,Open,Valve Leak,Human Error,11/11/2022,2022-11-15,494189,586142,91953,0.3,868.9,94,Critical,Pending,,EMP126,25,BWR,P1106,247,111,78,Predictive,60.0,4,A,6.46,STUK,1068,621526,Paid,526400,4,180,urgent
WO04005,A1014,Bruce A,Vendor_12,Engineering,P1,Open,Inspection Overdue,Design,15/12/2023,,91862,143351,51489,58.1,135.2,8,Critical,Pending,98.0,EMP913,16,BWR,P1126,390,85,48,Preventive,26.1,1,B,4.92,ONR,0,190007,Overdue,115766,9,90,await docs
WO04006,A1206,Heysham 1,Vendor_29,Ops,P5,Closed,Valve Leak,Vendor Delay,15/07/2022,2022-09-09,56444,64799,8355,50.0,40.0,25,High,Pending,40.0,EMP265,28,SMR,P1327,330,25,56,Corrective,68.7,7,C,16.0,CNSC,0,155042,Paid,90762,9,365,
WO04007,A1117,Sizewell B,Vendor_24,Maint,P4,In Progress,Valve Leak,Ageing,2023-09-04,2023-11-03,47035,68092,21057,19.0,290.1,61,Low,Non-Compliant,90.0,EMP254,42,SMR,P1442,73,87,6,Predictive,27.4,6,A,17.18,NRC,35126,103174,Paid,40173,6,90,N/A
WO04008,A1230,Sizewell B,Vendor_14,Finance,P2,Cancelled,Valve Leak,Unknown,20/08/2022,2022-08-29,474161,501729,27568,91.9,515.6,7,High,compliant,,EMP153,12,BWR,P1255,305,67,39,Preventive,10.5,1,D,10.0,STUK,0,127079,Pending,479133,10,30,repeat issue 
WO04009,A1099,Bruce A,Vendor_15,Procurement,P2,Cancelled,Sensor Fault,Vendor Delay,2025-01-28,2025-03-07,136462,190747,54285,52.8,533.8,88,High,Compliant,46.0,EMP110,34,AGR,P1428,153,98,70,Corrective,69.5,7,B,3.19,ONR,39440,794116,Paid,181003,6,365,repeat issue 
